Direxion Daily Healthcare Bull 3X ETF
CURE
Shares Outstanding:1600008


"TradeDate","AccountTicker","StockTicker","SecurityDescription","Shares","Price","MarketValue","Cusip","HoldingsPercent"
"5/15/2026 12:00:00 AM","CURE","CNC","CENTENE CORP","9705.0000","58.7000","569683.5000","15135B101","0.3959243401"
"5/15/2026 12:00:00 AM","CURE","CRL","CHARLES RIVER LABORATORIES","1023.0000","159.1200","162779.7600","159864107","0.1131303067"
"5/15/2026 12:00:00 AM","CURE","COO","COOPER COS INC/THE","4071.0000","60.3800","245806.9800","216648501","0.1708333950"
"5/15/2026 12:00:00 AM","CURE","CVS","CVS HEALTH CORP","26431.0000","97.1500","2567771.6500","126650100","1.7845756392"
"5/15/2026 12:00:00 AM","CURE","DHR","DANAHER CORP","13071.0000","164.5400","2150702.3400","235851102","1.4947166361"
"5/15/2026 12:00:00 AM","CURE","DVA","DAVITA INC","695.0000","192.5800","133843.1000","23918K108","0.0930196171"
"5/15/2026 12:00:00 AM","CURE","DXCM","DEXCOM INC","7997.0000","57.8200","462386.5400","252131107","0.3213540251"
"5/15/2026 12:00:00 AM","CURE","","DREYFUS GOVT CASH MAN INS","17187442.3200","1.0000","17187442.3200","X9USDDGCM","11.9451006727"
"5/15/2026 12:00:00 AM","CURE","EW","EDWARDS LIFESCIENCES CORP","12056.0000","81.3400","980635.0400","28176E108","0.6815315541"
"5/15/2026 12:00:00 AM","CURE","ELV","ELEVANCE HEALTH INC","4586.0000","396.7100","1819312.0600","036752103","1.2644037028"
"5/15/2026 12:00:00 AM","CURE","LLY","ELI LILLY & CO","16463.0000","1006.7000","16573302.1000","532457108","11.5182793563"
"5/15/2026 12:00:00 AM","CURE","GEHC","GE HEALTHCARE TECHNOLOGY","9467.0000","62.6700","593296.8900","36266G107","0.4123354102"
"5/15/2026 12:00:00 AM","CURE","GILD","GILEAD SCIENCES INC","25776.0000","132.0600","3403978.5600","375558103","2.3657310861"
